,5
FG_syndrome_1|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_specified|not_provided,3
Neuronal_ceroid_lipofuscinosis_10|Neuronal_ceroid_lipofuscinosis|Inborn_genetic_diseases|not_specified|not_provided,3
Neuronal_ceroid_lipofuscinosis_10|not_specified,3
"Hereditary_breast_ovarian_cancer_syndrome|Hereditary_cancer-predisposing_syndrome|Breast-ovarian_cancer,_familial,_susceptibility_to,_2|Breast_and/or_ovarian_cancer",3
Tuberous_sclerosis_2|Hereditary_cancer-predisposing_syndrome,3
Kabuki_syndrome_1|Kabuki_syndrome,3
"Heterotaxy,_visceral,_6,_autosomal|not_specified",3
Cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_11|not_specified|not_provided,3
Lysinuric_protein_intolerance|not_provided,3
"Cardiac_arrhythmia|SUDDEN_INFANT_DEATH_SYNDROME|Progressive_familial_heart_block,_type_1A|Brugada_syndrome_1|Dilated_cardiomyopathy_1E|Ventricular_fibrillation,_paroxysmal_familial,_type_1|Long_QT_syndrome_3|Atrial_fibrillation,_familial,_10|Brugada_syndrome|Sick_sinus_syndrome_1|not_specified|Cardiovascular_phenotype|not_provided",3
Charcot-Marie-Tooth_disease_X-linked_dominant_1|Charcot-Marie-Tooth_disease|Inborn_genetic_diseases|Charcot-Marie-Tooth_Neuropathy_X|not_provided,3
H_syndrome|not_specified|not_provided,3
"Schinzel-Giedion_syndrome|Intellectual_disability,_autosomal_dominant_29|not_provided",3
Brugada_syndrome|Congenital_long_QT_syndrome|not_provided,3
Nemaline_myopathy_8,3
"Amelogenesis_imperfecta_hypomaturation_type_2A3|not_specified|Amelogenesis_Imperfecta,_Recessive|not_provided",3
"Xeroderma_pigmentosum,_group_G|not_specified|not_provided",3
Intellectual_disability|not_provided,3
"Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|not_specified|Cardiovascular_phenotype",3
Familial_cancer_of_breast|not_provided,3
Primary_dilated_cardiomyopathy|3-Methylglutaconic_aciduria_type_2,3
Usher_syndrome_type_1|Autosomal_recessive_nonsyndromic_hearing_loss_2|Usher_syndrome_type_1B|not_provided|Rare_genetic_deafness,3
Idiopathic_generalized_epilepsy,3
Werner_syndrome|not_specified,3
Ichthyosis_bullosa_of_Siemens|not_provided,3
"Hereditary_breast_ovarian_cancer_syndrome|Breast-ovarian_cancer,_familial,_susceptibility_to,_2|Breast_and/or_ovarian_cancer",3
Charcot-Marie-Tooth_disease_type_2|Inborn_genetic_diseases,3
"Hereditary_spastic_paraplegia_30|Neuropathy,_hereditary_sensory,_type_2C|Intellectual_disability,_autosomal_dominant_9|Hereditary_spastic_paraplegia|Inborn_genetic_diseases|not_specified|not_provided",3
"Hypercholesterolemia|Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1",3
Bethlem_myopathy_1|Collagen_6-related_myopathy|not_specified,3
Amelocerebrohypohidrotic_syndrome|not_provided,3
Infantile_onset_spinocerebellar_ataxia|not_provided,3
Lysosomal_acid_lipase_deficiency|Wolman_disease|not_specified|Cardiovascular_phenotype|not_provided,3
Antley-Bixler_syndrome_with_genital_anomalies_and_disordered_steroidogenesis,3
Focal_segmental_glomerulosclerosis|Congenital_nephrotic_syndrome|Finnish_congenital_nephrotic_syndrome|not_specified|not_provided,3
Lip_and_oral_cavity_carcinoma,3
Cardiomyopathy|not_specified|not_provided,3
X-linked_sideroblastic_anemia_1|not_provided,3
"Microcephaly_9,_primary,_autosomal_recessive",3
"Telangiectasia,_hereditary_hemorrhagic,_type_2|Cardiovascular_phenotype",3
"Mucopolysaccharidosis,_MPS-III-C|Retinitis_pigmentosa_73|not_provided",3
"Hypotonia,_infantile,_with_psychomotor_retardation_and_characteristic_facies_2|not_provided",3
"3-methylglutaconic_aciduria_with_cataracts,_neurologic_involvement_and_neutropenia|not_provided",3
PMM2-congenital_disorder_of_glycosylation|Inborn_genetic_diseases|not_provided,3
Primary_dilated_cardiomyopathy|Dilated_cardiomyopathy_1A|Charcot-Marie-Tooth_disease_type_2|Cardiovascular_phenotype|not_provided,3
Charcot-Marie-Tooth_disease_type_2A2|Charcot-Marie-Tooth_disease_type_2|not_provided,3
Fanconi_anemia_complementation_group_D2|Fanconi_anemia|not_specified|not_provided,3
Neurodegeneration_with_brain_iron_accumulation_5,3
Severe_congenital_neutropenia,3
Autosomal_recessive_severe_congenital_neutropenia_due_to_JAGN1_deficiency|Severe_congenital_neutropenia|not_provided,3
PMM2-congenital_disorder_of_glycosylation|not_specified,3
Primary_dilated_cardiomyopathy|Charcot-Marie-Tooth_disease_type_2|Cardiovascular_phenotype|not_provided,3
"Hereditary_cancer-predisposing_syndrome|Familial_cancer_of_breast|Breast_cancer,_susceptibility_to|not_provided",3
"Rhabdoid_tumor_predisposition_syndrome_2|Intellectual_disability,_autosomal_dominant_16|Hereditary_cancer-predisposing_syndrome|Coffin-Siris_syndrome|not_provided",3
"Familial_partial_lipodystrophy,_Dunnigan_type|not_provided",3
PMM2-congenital_disorder_of_glycosylation,3
Renal_coloboma_syndrome|Focal_segmental_glomerulosclerosis_7,3
Congenital_adrenal_hyperplasia_due_to_cytochrome_P450_oxidoreductase_deficiency|not_provided,3
Toe_walking|Bethlem_myopathy_1|Collagen_6-related_myopathy|not_specified|not_provided,3
Hereditary_spastic_paraplegia_54,3
Peroxisome_biogenesis_disorder_2B|Peroxisome_biogenesis_disorder_2A_(Zellweger)|not_provided,3
"Focal_segmental_glomerulosclerosis|Nephrotic_syndrome,_type_3|not_specified|not_provided",3
"Nephrotic_syndrome,_type_3|not_provided",3
Muscular_dystrophy,3
"Cerebral_arteriopathy,_autosomal_dominant,_with_subcortical_infarcts_and_leukoencephalopathy,_type_1|not_specified|not_provided",3
CYP2C19:_uncertain_function,3
Autosomal_dominant_Alport_syndrome|Autosomal_recessive_Alport_syndrome|Alport_syndrome|not_specified|not_provided,3
CYP2C19:_decreased_function,3
Autosomal_recessive_congenital_ichthyosis_5,3
T-B+_severe_combined_immunodeficiency_due_to_JAK3_deficiency|not_provided,3
"Myopathy,_centronuclear,_5|not_specified|not_provided",3
Dilated_cardiomyopathy_1A|Charcot-Marie-Tooth_disease_type_2|Cardiovascular_phenotype|not_provided,3
Amelogenesis_imperfecta_hypomaturation_type_2A3,3
Charcot-Marie-Tooth_disease|Charcot-Marie-Tooth_disease_type_2|Hereditary_motor_and_sensory_neuropathy_with_optic_atrophy|Inborn_genetic_diseases|not_specified|not_provided,3
Autosomal_recessive_Alport_syndrome|Alport_syndrome|not_specified|not_provided,3
Alport_syndrome|not_specified|not_provided,3
"Hereditary_spastic_paraplegia_9A|Cutis_laxa,_autosomal_dominant_3|de_Barsy_syndrome",3
"Neurogenic_scapuloperoneal_syndrome,_Kaeser_type|Desmin-related_myofibrillar_myopathy|Dilated_cardiomyopathy_1I|Cardiovascular_phenotype|not_provided",3
"Neurogenic_scapuloperoneal_syndrome,_Kaeser_type|Desmin-related_myofibrillar_myopathy|Dilated_cardiomyopathy_1I|not_provided",3
Delayed_puberty|Hypogonadotropic_hypogonadism_7_with_or_without_anosmia,3
Hemolytic_anemia_due_to_glucophosphate_isomerase_deficiency,3
Finnish_congenital_nephrotic_syndrome,3
Congenital_nephrotic_syndrome|Finnish_congenital_nephrotic_syndrome|not_specified|not_provided,3
Congenital_adrenal_hyperplasia_due_to_cytochrome_P450_oxidoreductase_deficiency|not_specified,3
Gilbert_syndrome,3
"Supravalvar_aortic_stenosis|Cutis_laxa,_autosomal_dominant_1|not_provided",3
"Generalized_epilepsy_with_febrile_seizures_plus,_type_1|Brugada_syndrome_5|Atrial_fibrillation,_familial,_13|Developmental_and_epileptic_encephalopathy,_52|Cardiovascular_phenotype|not_provided",3
Deficiency_of_aromatic-L-amino-acid_decarboxylase|not_specified|not_provided,3
"Hereditary_coproporphyria|Acute_intermittent_porphyria|Variegate_porphyria|Protoporphyria,_erythropoietic,_1|not_provided",3
Autism_spectrum_disorder_due_to_AUTS2_deficiency|not_provided,3
Retinitis_pigmentosa|Oguchi_disease|not_specified|not_provided,3
Congenital_muscular_dystrophy_due_to_LMNA_mutation|not_provided,3
Prolidase_deficiency|not_provided,3
Spastic_paraplegia|Hereditary_spastic_paraplegia_33|not_specified,3
Spastic_paraplegia|Hereditary_spastic_paraplegia_33,3
"Episodic_ataxia_type_2|Developmental_and_epileptic_encephalopathy,_42|Inborn_genetic_diseases|not_provided",3
"Episodic_ataxia_type_2|Developmental_and_epileptic_encephalopathy,_42|Inborn_genetic_diseases|not_specified",3
"Hypotonia,_infantile,_with_psychomotor_retardation_and_characteristic_facies_2",3
"Encephalopathy|Hypotonia,_infantile,_with_psychomotor_retardation_and_characteristic_facies_2",3
Congenital_muscular_dystrophy_due_to_integrin_alpha-7_deficiency,3
Peutz-Jeghers_syndrome|not_provided,3
Cataract_6_multiple_types|not_provided,3
Inclusion_body_myopathy_and_brain_white_matter_abnormalities|not_provided,3
Cataract_6_multiple_types,3
Microcytic_anemia_with_liver_iron_overload,3
Cardiomyopathy|Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_3|Dilated_cardiomyopathy_1Y|not_specified|Cardiovascular_phenotype|not_provided,3
"Infantile_GM1_gangliosidosis|Mucopolysaccharidosis,_MPS-IV-B|GM1_gangliosidosis|not_provided",3
Nager_syndrome,3
Malignant_hyperthermia_of_anesthesia|RYR1-Related_Disorders|not_provided,3
Isolated_thoracic_aortic_aneurysm|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_provided,3
Primary_dilated_cardiomyopathy|Myofibrillar_myopathy_6|Dilated_cardiomyopathy_1HH|Cardiovascular_phenotype|not_provided,3
Myofibrillar_myopathy_4|not_specified|Cardiovascular_phenotype|not_provided,3
X-linked_Emery-Dreifuss_muscular_dystrophy|not_provided,3
Cerebral_creatine_deficiency_syndrome|Deficiency_of_guanidinoacetate_methyltransferase|Inborn_genetic_diseases|not_specified|not_provided,3
Long_QT_syndrome|Congenital_long_QT_syndrome|Cardiovascular_phenotype,3
Long_QT_syndrome|Congenital_long_QT_syndrome|not_specified|Cardiovascular_phenotype|not_provided,3
"Xeroderma_pigmentosum,_group_F|Fanconi_anemia_complementation_group_Q|Cockayne_syndrome",3
"Agammaglobulinemia_8,_autosomal_dominant|not_provided",3
Neonatal_pseudo-hydrocephalic_progeroid_syndrome|Leukoencephalopathy-ataxia-hypodontia-hypomyelination_syndrome|not_provided,3
Hereditary_pulmonary_alveolar_proteinosis|Interstitial_lung_disease_due_to_ABCA3_deficiency|not_provided,3
X-linked_sideroblastic_anemia_1,3
"Autoimmune_disease,_susceptibility_to,_6|not_provided",3
Progressive_familial_intrahepatic_cholestasis_type_1|not_specified|not_provided,3
"Nephrogenic_diabetes_insipidus|Diabetes_insipidus,_nephrogenic,_autosomal|not_provided",3
Anophthalmia-microphthalmia_syndrome|not_provided,3
Carcinoma_of_colon|Lynch_syndrome|Hereditary_cancer-predisposing_syndrome,3
Hennekam_lymphangiectasia-lymphedema_syndrome_1,3
Obesity|BODY_MASS_INDEX_QUANTITATIVE_TRAIT_LOCUS_20|not_provided,3
Genitopatellar_syndrome|not_provided,3
Kufor-Rakeb_syndrome|Autosomal_recessive_spastic_paraplegia_type_78|Inborn_genetic_diseases|not_specified|not_provided,3
Multiple_congenital_anomalies-hypotonia-seizures_syndrome_1|Inborn_genetic_diseases|not_specified|not_provided,3
Generalized_epilepsy-paroxysmal_dyskinesia_syndrome,3
Leukodystrophy_and_acquired_microcephaly_with_or_without_dystonia%3B|not_provided,3
Primary_microcephaly|Microcephalic_primordial_dwarfism_due_to_RTTN_deficiency,3
"Hyperuricemia,_pulmonary_hypertension,_renal_failure,_alkalosis_syndrome|not_provided",3
Hajdu-Cheney_syndrome|Alagille_syndrome_due_to_a_NOTCH2_point_mutation,3
"Colorectal_cancer,_hereditary_nonpolyposis,_type_2|Hereditary_cancer-predisposing_syndrome",3
"Ehlers-Danlos_syndrome,_type_4|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_specified",3
Nephrogenic_diabetes_insipidus|not_provided,3
Cardiomyopathy|Charcot-Marie-Tooth_disease_type_2|not_specified|not_provided,3
"Ehlers-Danlos_syndrome,_classic_type,_1|Ehlers-Danlos_syndrome,_classic_type,_2|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|Ehlers-Danlos_syndrome|Ehlers-Danlos_syndrome_type_7A|not_specified|not_provided",3
Wilson_disease|Inborn_genetic_diseases|not_specified,3
"Hereditary_breast_ovarian_cancer_syndrome|Hereditary_cancer-predisposing_syndrome|Familial_cancer_of_breast|Breast-ovarian_cancer,_familial,_susceptibility_to,_2|Breast-ovarian_cancer,_familial,_susceptibility_to,_1",3
"Junctional_epidermolysis_bullosa,_non-Herlitz_type|not_provided",3
Pontoneocerebellar_hypoplasia|not_provided,3
Hyperlipidemia_due_to_hepatic_triglyceride_lipase_deficiency|not_specified|not_provided,3
"Congenital_multicore_myopathy_with_external_ophthalmoplegia|Central_core_myopathy|Malignant_hyperthermia,_susceptibility_to,_1|Congenital_myopathy_with_fiber_type_disproportion|King_Denborough_syndrome|not_specified|RYR1-Related_Disorders|not_provided",3
"Pulmonary_arterial_hypertension|Idiopathic_and/or_familial_pulmonary_arterial_hypertension|Pulmonary_hypertension,_primary,_1|not_provided",3
Usher_syndrome_type_1|Autosomal_recessive_nonsyndromic_hearing_loss_2|Autosomal_dominant_nonsyndromic_hearing_loss_11|not_provided|Rare_genetic_deafness,3
"Pulmonary_arterial_hypertension|Primary_pulmonary_hypertension|Idiopathic_and/or_familial_pulmonary_arterial_hypertension|Pulmonary_hypertension,_primary,_1|not_provided",3
Deficiency_of_steroid_17-alpha-monooxygenase|not_provided,3
"Dilated_Cardiomyopathy,_Recessive|not_provided",3
"not_specified|Nonsyndromic_Hearing_Loss,_Mixed|not_provided",3
Hereditary_sensory_neuropathy-deafness-dementia_syndrome|not_provided,3
Cerebral_folate_transport_deficiency|Inborn_genetic_diseases|not_specified|not_provided,3
"Congenital_multicore_myopathy_with_external_ophthalmoplegia|Central_core_myopathy|Malignant_hyperthermia,_susceptibility_to,_1|Congenital_myopathy_with_fiber_type_disproportion|King_Denborough_syndrome|RYR1-Related_Disorders",3
Cytochrome-c_oxidase_deficiency_disease|not_specified,3
"Mitochondrial_DNA_depletion_syndrome,_encephalomyopathic_form_with_methylmalonic_aciduria|not_specified",3
Cytochrome-c_oxidase_deficiency_disease|not_specified|not_provided,3
Von_Hippel-Lindau_syndrome|Hereditary_cancer-predisposing_syndrome|not_provided,3
Joubert_syndrome_14|not_provided,3
Malignant_tumor_of_prostate|Cowden_syndrome_1|Macrocephaly-autism_syndrome|Familial_meningioma|Glioma_susceptibility_2|Hereditary_cancer-predisposing_syndrome|PTEN_hamartoma_tumor_syndrome|not_specified|not_provided,3
Bardet-Biedl_syndrome_9|Bardet-Biedl_syndrome|not_specified|not_provided,3
Leprechaunism_syndrome|Rabson-Mendenhall_syndrome|Insulin-resistant_diabetes_mellitus_AND_acanthosis_nigricans|not_specified|not_provided,3
"Ehlers-Danlos_syndrome,_classic_type,_1|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_provided",3
Autosomal_dominant_nocturnal_frontal_lobe_epilepsy|Inborn_genetic_diseases|not_provided,3
Tramadol_response|not_specified|not_provided,3
Myopathy,3
Long_QT_syndrome|Long_QT_syndrome_2|Congenital_long_QT_syndrome|Cardiovascular_phenotype,3
Age_related_macular_degeneration_9|Atypical_hemolytic-uremic_syndrome_with_C3_anomaly|Complement_component_3_deficiency|not_specified|not_provided,3
Leprechaunism_syndrome|Rabson-Mendenhall_syndrome|Insulin-resistant_diabetes_mellitus_AND_acanthosis_nigricans,3
Hypotrichosis_8,3
Noonan_syndrome|not_provided,3
Dilated_cardiomyopathy_1DD|Cardiovascular_phenotype|not_provided,3
Dilated_cardiomyopathy_1DD|not_specified|not_provided,3
Noonan_syndrome_5|LEOPARD_syndrome_2|RASopathy|not_specified|not_provided,3
Mucolipidosis_type_IV|not_provided,3
Dilated_cardiomyopathy_1DD|not_provided,3
Mucolipidosis_type_IV,3
RASopathy|not_provided,3
Nephronophthisis|Renal-hepatic-pancreatic_dysplasia_1|NPHP3-related_Meckel-like_syndrome|Nephronophthisis_3|not_specified|not_provided,3
X-linked_agammaglobulinemia|X-linked_agammaglobulinemia_with_growth_hormone_deficiency|Autosomal_recessive_agammaglobulinemia_1|not_provided,3
Muscle_AMP_deaminase_deficiency|not_specified|not_provided,3
Mucopolysaccharidosis_type_6|not_provided,3
Tangier_disease,3
"Tangier_disease|Hypoalphalipoproteinemia,_primary,_1|not_specified|not_provided",3
Familial_multiple_polyposis_syndrome|not_provided,3
Hereditary_spastic_paraplegia_11|not_provided,3
Hereditary_cancer-predisposing_syndrome|Familial_multiple_polyposis_syndrome|not_provided,3
"46,XY_sex_reversal_9|not_specified|not_provided",3
"Hepatocellular_carcinoma|Neoplasm_of_stomach|Carcinoma_of_colon|Hereditary_cancer-predisposing_syndrome|Familial_multiple_polyposis_syndrome|Familial_adenomatous_polyposis_1|Desmoid_disease,_hereditary|not_provided",3
"Candidiasis,_familial,_6|not_provided",3
"Connective_tissue_disorder|Achondrogenesis,_type_IA|not_specified|not_provided",3
"Connective_tissue_disorder|Achondrogenesis,_type_IA|not_provided",3
Christianson_syndrome|not_provided,3
Hereditary_cancer-predisposing_syndrome|Familial_multiple_polyposis_syndrome,3
Colorectal_adenoma|Hereditary_cancer-predisposing_syndrome|Familial_adenomatous_polyposis_1|not_specified|not_provided,3
Cobalamin_C_disease,3
Carcinoma_of_colon|Hereditary_cancer-predisposing_syndrome|Familial_multiple_polyposis_syndrome|Familial_adenomatous_polyposis_1|not_provided,3
Christianson_syndrome|not_specified|not_provided,3
Pyruvate_dehydrogenase_E2_deficiency|not_specified,3
"Typical_absence_seizure|Myoclonic_epilepsy,_juvenile,_susceptibility_to,_1",3
Medulloblastoma|Familial_dysautonomia|not_provided,3
"Myopathy,_lactic_acidosis,_and_sideroblastic_anemia_2|not_specified|Hereditary_Sideroblastic_Anemia_with_Myopathy_and_Lactic_Acidosis|not_provided",3
Dyskeratosis_congenita,3
Dyskeratosis_congenita|Cerebroretinal_microangiopathy_with_calcifications_and_cysts_1,3
Deficiency_of_hydroxymethylglutaryl-CoA_lyase|not_provided,3
X-linked_intellectual_disability-psychosis-macroorchidism_syndrome|Severe_neonatal-onset_encephalopathy_with_microcephaly|Rett_syndrome|Inborn_genetic_diseases|not_specified|not_provided,3
Hecht_syndrome|not_provided,3
Adrenal_cortex_carcinoma|Pancreatic_adenocarcinoma|Transitional_cell_carcinoma_of_the_bladder|Multiple_myeloma|Breast_neoplasm|Carcinoma_of_esophagus|Lung_adenocarcinoma|Squamous_cell_lung_carcinoma|Neoplasm_of_brain|Neoplasm_of_uterine_cervix|Gastric_adenocarcinoma|Neoplasm_of_the_large_intestine|Ovarian_serous_cystadenocarcinoma|Uterine_carcinosarcoma|Squamous_cell_carcinoma_of_the_head_and_neck|Glioblastoma|Li-Fraumeni_syndrome,3
"Myopathy,_reducing_body,_X-linked,_early-onset,_severe",3
See_cases|Hereditary_fructosuria|not_provided,3
Li-Fraumeni_syndrome_1,3
Carcinoma_of_colon|Familial_adenomatous_polyposis_2|Hereditary_cancer-predisposing_syndrome|not_specified|not_provided,3
Gorlin_syndrome|Holoprosencephaly_7|Hereditary_cancer-predisposing_syndrome|not_specified,3
Li-Fraumeni_syndrome|not_provided,3
Gorlin_syndrome|Holoprosencephaly_7|Hereditary_cancer-predisposing_syndrome|not_provided,3
Congenital_contractural_arachnodactyly|Familial_thoracic_aortic_aneurysm_and_aortic_dissection|not_provided,3
MEGF10-Related_Myopathy|not_specified|not_provided,3
Hereditary_spastic_paraplegia_11|Inborn_genetic_diseases,3
"Methylmalonic_aciduria_due_to_complete_methylmalonyl-CoA_mutase_deficiency|Methylmalonic_acidemia|Methylmalonic_aciduria_due_to_methylmalonyl-CoA_mutase_deficiency|METHYLMALONIC_ACIDURIA,_mut(0)_TYPE|not_provided",3
Methylmalonic_aciduria_due_to_complete_methylmalonyl-CoA_mutase_deficiency|Methylmalonic_aciduria_due_to_methylmalonyl-CoA_mutase_deficiency|not_provided,3
Short-rib_thoracic_dysplasia_13_with_or_without_polydactyly|not_provided,3
